name,full_address,address,city,state,zip
Expectant Mother Care Pregnancy Center,"4377 Bronx Blvd, Bronx, NY 10466",4377 Bronx Blvd,Bronx,NY,10466
Expectant Mother Care Pregnancy Center,"44 Court St, Brooklyn, NY 11201",44 Court St,Brooklyn,NY,11201
Expectant Mother Care Pregnancy Center,"370 Bay Ridge Pkwy, Brooklyn, NY 112093153",370 Bay Ridge Pkwy,Brooklyn,NY,11209
Catholic Charities,"417 Delaware Avenue, Buffalo, NY 14209",417 Delaware Avenue,Buffalo,NY,14209
Crisis Pregnancy Center,"3210 Main St, Buffalo NY 142141357",3210 Main St,,NY,14214
Birthright of Carmel,"12 Fair St., Carmel, NY 10512",12 Fair St.,Carmel,NY,10512
Catholic Charities,"3335 Central Ave, Cortland, NY 13045",3335 Central Ave,Cortland,NY,13045
Life Center of Long Island,"1767 Deer Park Avenue, Deer Park, New York 11729",1767 Deer Park Avenue,Deer Park,NY,11729
Catholic Charities,"314 Central Ave, Ste. 207, Dunkirk, NY 14048","314 Central Ave, Ste. 207",Dunkirk,NY,14048
Catholic Charities,"215 E Church St., Elmira, NY 14901",215 E Church St.,Elmira,NY,14901
Southern Tier CPC,"571 St. Josephs Boulevard, Ste. 201, Elmira, NY 14901","571 St. Josephs Boulevard, Ste. 201",Elmira,NY,14901
Birthright of Fishkill,"818 Rte. 52, Ste. 2, Fishkill, NY 12524","818 Rte. 52, Ste. 2",Fishkill,NY,12524
"The Bridge To Life, Inc.","4732 Sanford Avenue, 2nd Floor, Flushing, NY 11355","4732 Sanford Avenue, 2nd Floor",Flushing,NY,11355
Catholic Charities,"365 West 1st St, Fulton, NY 13069",365 West 1st St,Fulton,NY,13069
Birthright,"11 Franklin St., Geneseo, NY 14454",11 Franklin St.,Geneseo,NY,14454
Pregnancy Care Center,"551 Exchange Street, Geneva, NY 14456",551 Exchange Street,Geneva,NY,14456
Birthright of Glen Falls,"22 Center St., Glen Falls, NY 12801",22 Center St.,Glen Falls,NY,12801
Tri County CPC,"17 S. Water Street, Gowanda, NY 14070",17 S. Water Street,Gowanda,NY,14070
Catholic Charities,"9 East Union Street, Hamburg, NY14075",9 East Union Street,Hamburg,NY,14075
Birthright Hampton Bays,"99 W. Montauk Hwy, Hampton Bays, NY 11946",99 W. Montauk Hwy,Hampton Bays,NY,11946
Life Center of Long Island,"507 Fulton Avenue, Hempstead, NY 11550",507 Fulton Avenue,Hempstead,NY,11550
Care Net Pregnancy Center,"404 W. Albany St., Herkimer NY, 13350",404 W. Albany St.,Herkimer NY,NY,13350
Birthright of Hornell,"15 Church St., Hornell, NY 14843",15 Church St.,Hornell,NY,14843
"Alight Center, Inc","192 Fairview Ave., Hudson, NY 12534",192 Fairview Ave.,Hudson,NY,12534
Catholic Family Community Service,"431 E Allen St., Hudson, NY 12534",431 E Allen St.,Hudson,NY,12534
The Care Center,"1930 Veterans Memorial Highway, Ste. 15, Islandia, NY 11749","1930 Veterans Memorial Highway, Ste. 15",Islandia,NY,11749
Birthright of Ithaca,"605 West State St., Ithaca, NY 14850",605 West State St.,Ithaca,NY,14850
Catholic Charities,"560 West 3rd St. 17, Jamestown, NY 14701",560 West 3rd St. 17,Jamestown,NY,14701
Birthright of Binghamton,"435 Main St. 125, Johnson City, NY 13790",435 Main St. 125,Johnson City,NY,13790
Moms House,"770 Harry L Dr., Johnson City, NY 13790",770 Harry L Dr.,Johnson City,NY,13790
Catholic Charities,"3370 Delaware Ave., Ste. 2, Kenmore, NY 14217","3370 Delaware Ave., Ste. 2",Kenmore,NY,14217
Lockport Care Net Pregnancy Center,"229 East Ave., Lockport, NY 14094",229 East Ave.,Lockport,NY,14094
Catholic Charities,"57 Rennie St., Malone, NY 12953",57 Rennie St.,Malone,NY,12953
AAA Pregnancy Service,"35 East Willow Street, Massapequa, NY 11758",35 East Willow Street,Massapequa,NY,11758
Catholic Charities,"1729 North Ocean Ave., Medford, NY 11763",1729 North Ocean Ave.,Medford,NY,11763
Regina Maternity Services,"29 Kirkwood Ave, Merrick, NY 11566",29 Kirkwood Ave,Merrick,NY,11566
New Life Crisis Pregnancy Center,"3349 Main Street, Mexico, NY 13114",3349 Main Street,Mexico,NY,13114
Birthright of Middleton,"40 Grove St. 2, Middletown, NY 10940",40 Grove St. 2,Middletown,NY,10940
Birthright of Minela,"280 Jericho Tpk., Mineola, NY",280 Jericho Tpk.,Mineola,NY,
Catholic Charities,"5 Prince St., Monticello, NY 12701",5 Prince St.,Monticello,NY,12701
Care Net Pregnancy Center,"89 E. Main Street, Morrisville, NY 13408",89 E. Main Street,Morrisville,NY,13408
Birthright of Rockland County,"257 S. Middletown Rd., P.O. Box 306, Nanuet, NY 10954","257 S. Middletown Rd., P.O. Box 306",Nanuet,NY,10954
New Paltz Pregnancy Support Center,"246 Main St., Suite 9, New Paltz, NY 12561","246 Main St., Suite 9",New Paltz,NY,12561
Pregnancy Care Center,"86 Mayflower Avenue, New Rochelle, NY 10801",86 Mayflower Avenue,New Rochelle,NY,10801
Birthline,"450 W 51st Ave, New York, NY 10118",450 W 51st Ave,New York,NY,10118
Catholic Home Bureau,"1011 First Avenue, New York, NY 10022",1011 First Avenue,New York,NY,10022
Expectant Mother Care Pregnancy Center,"419 Lafayette St., New York, NY 10003",419 Lafayette St.,New York,NY,10003
Expectant Mother Care Pregnancy Center,"445 W. 21st St., New York, NY 10011",445 W. 21st St.,New York,NY,10011
Midtown Pregnancy Support Center,"110 East 40th Street, Suite 706, New York, NY 10016","110 East 40th Street, Suite 706",New York,NY,10016
Pregnancy Help Inc,"233 W. 14th St, New York, NY 10011",233 W. 14th St,New York,NY,10011
Sisters Of Life,"450 W. 51st St., New York, NY 10019",450 W. 51st St.,New York,NY,10019
Care Net Pregnancy Center,"184 East Union St., Newark, NY 14513",184 East Union St.,Newark,NY,14513
Catholic Charities,"620 Tronolone Place, Niagara Falls, NY 14301",620 Tronolone Place,Niagara Falls,NY,14301
Schenectady Catholic Family Co,"40 Ray St., Niskayuna, NY 12309",40 Ray St.,Niskayuna,NY,12309
Catholic Charities,"716 Caroline St., Ogdensburg, NY 13669",716 Caroline St.,Ogdensburg,NY,13669
Catholic Charities,"2646 State St., Olean, NY 14760",2646 State St.,Olean,NY,14760
Birthright of Ontario,"2008 Ridge Rd., Ontario, NY",2008 Ridge Rd.,Ontario,NY,
Care Net Pregnancy Center,"151 Madison Avenue, Oneida, NY 13421",151 Madison Avenue,Oneida,NY,13421
Pregnancy Care Center of Oswego County,"157 Liberty St., Oswego, NY 13126",157 Liberty St.,Oswego,NY,13126
Birthright of Peekskill,"1029 Park St., Peekskill, NY 10566",1029 Park St.,Peekskill,NY,10566
Catholic Charities,"1045 Park St., Peekskill, NY 10566",1045 Park St.,Peekskill,NY,10566
Birthright of Plattsburgh,"66 Clinton St., Plattsburgh, NY 12901",66 Clinton St.,Plattsburgh,NY,12901
Catholic Charities,"43 Durkee St., Plattsburgh, NY 12901",43 Durkee St.,Plattsburgh,NY,12901
Birthright of Poughkeepsie,"2 Raymond Ave., Poughkeepsie, NY 12601",2 Raymond Ave.,Poughkeepsie,NY,12601
Birthright of Port Ewen,"P.O. Box 472, Port Ewen, NY 12466",P.O. Box 472,Port Ewen,NY,12466
Catholic Charities,"218 Church St., Poughkeepsie, NY 12601",218 Church St.,Poughkeepsie,NY,12601
Expectant Mother Care Pregnancy Center,"3765 104th St., Queen, NY 11368",3765 104th St.,Queen,NY,11368
Expectant Mother Care Pregnancy Center,"11020 Jamaica Ave, Queen, NY 11418",11020 Jamaica Ave,Queen,NY,11418
Expectant Mother Care Pregnancy Center,"19504 Hillside Ave, Queens, NY 11423",19504 Hillside Ave,Queens,NY,11423
Birthright of Rochester,"320 North Washington St., Suite 116, Rochester, NY 14618","320 North Washington St., Suite 116",Rochester,NY,14618
Crisis Pregnancy Services,"318 East Avenue, Rochester, NY 14604",318 East Avenue,Rochester,NY,14604
Crisis Pregnancy Services,"1597 West Ridge Rd., Rochester, NY 14615",1597 West Ridge Rd.,Rochester,NY,14615
Problem Pregnancy Help Ctr,"3252 Lake Ave., Rochester NY 146125449",3252 Lake Ave.,,NY,14612
Birthright of Rocky Point,"106 Prince St., Rocky Point, NY 11778",106 Prince St.,Rocky Point,NY,11778
Care Net Pregnancy Center,"310 Chestnut St. 11, Rome, NY 13440",310 Chestnut St. 11,Rome,NY,13440
Catholic Family Community Services,"142 Regent St., Saratoga Springs, NY 12866",142 Regent St.,Saratoga Springs,NY,12866
Birthright of Schenectady,"164 Lafayette St., Schenectady, NY 12305",164 Lafayette St.,Schenectady,NY,12305
Birthright of Sidney,"40 East Main St., Sidney, NY 13838",40 East Main St.,Sidney,NY,13838
Birthright of Smithtown,"43 W. Main St., Smithtown, NY 11787",43 W. Main St.,Smithtown,NY,11787
Catholic Charities,"120 Anderson Ave., Staten Island, NY 10302",120 Anderson Ave.,Staten Island,NY,10302
Pregnancy Resource Services,"15 Treadwell Ave., Staten Island, NY 10306",15 Treadwell Ave.,Staten Island,NY,10306
Birthright of Onandage County,"346 Midler Ave. 46, Syracuse, NY 13206",346 Midler Ave. 46,Syracuse,NY,13206
Catholic Charities of Syracuse,"1654 W. Onondaga St., Syracuse, NY 13205",1654 W. Onondaga St.,Syracuse,NY,13205
New Hope Family Services,"3519 James Street, Syracuse, NY",3519 James Street,Syracuse,NY,
Tonawanda Pregnancy Information Center,"2978 Colvin Blvd., Tonawanda, New York 14150",2978 Colvin Blvd.,Tonawanda,NY,14150
Tonawanda Ministries,"P.O. Box 673, Tonawanda, NY 14150",P.O. Box 673,Tonawanda,NY,14150
Care Net Pregnancy Center,"1520 Genesee Street, Utica, NY 13502",1520 Genesee Street,Utica,NY,13502
All Womens Help Center,"200 Front St., Suite 2, Vestal, NY 13850","200 Front St., Suite 2",Vestal,NY,13850
Birthright of Victor,"221 High St., Victor, NY 14564",221 High St.,Victor,NY,14564
Catholic Charities,"4 West Buffalo St., Warsaw, NY 14569",4 West Buffalo St.,Warsaw,NY,14569
Catholic Charities,"145 Clinton St., Watertown, NY 13501",145 Clinton St.,Watertown,NY,13501
Liferight,"312 Sherman St, Watertown, NY 13601",312 Sherman St,Watertown,NY,13601
Embracing Options (Care Net),"35 Curtice Park, Webster, NY     14580",35 Curtice Park,Webster,NY,14580
Catholic Charities,"33 Wilkesbarre St., West Seneca, NY 14218",33 Wilkesbarre St.,West Seneca,NY,14218
Expectant Mother Care Pregnancy Center,"25 Lake St, White Plains, NY 10603, US",25 Lake St,White Plains,NY,10603
Catholic Charities of Yonkers,"204 Hawthorne Avenue, Yonkers, NY 10705",204 Hawthorne Avenue,Yonkers,NY,10705
Randolph Pregnancy Care Center,"530 South Cox Street, Asheboro, NC 27203",530 South Cox Street,Asheboro,NC,27203
"Asheville Pregnancy Support Services, Inc.","947 Haywood Road, Asheville, NC 28806",947 Haywood Road,Asheville,NC,28806
Catholic Social Services,"50 Orange Street, Asheville, NC 28801",50 Orange Street,Asheville,NC,28801
Hope Pregnancy Resource Center,"208 Howard Street, Boone, NC 28607",208 Howard Street,Boone,NC,28607
Western Carolina Pregnancy Care Center,"980 Bryson Walk, Bryson City, NC 28713",980 Bryson Walk,Bryson City,NC,28713
Pregnancy Support Services,"104 South Estes Drive, Suite 301A, Chapel Hill, NC 27514","104 South Estes Drive, Suite 301A",Chapel Hill,NC,27514
Bethany Christian Services,"P.O. Box 470036, Charlotte, NC 28247",P.O. Box 470036,Charlotte,NC,28247
"Catholic Social Services of Charlotte, NC Inc.","1123 S Church St., Charlotte, NC 28203",1123 S Church St.,Charlotte,NC,28203
Florence Crittenton Services,"PO Box 36392, Charlotte, NC 28236",PO Box 36392,Charlotte,NC,28236
Pregnancy Resource Center,"1505 East 4th St., Charlotte, NC 28204",1505 East 4th St.,Charlotte,NC,28204
Crisis Pregnancy Center of Cabarrus County,"163 Winecoff Ave NW, Concord, NC 28025",163 Winecoff Ave NW,Concord,NC,28025
East Lincoln Pregnancy Care Center,"4264 N. NC 16 Hwy, Denver, NC 28037",4264 N. NC 16 Hwy,Denver,NC,28037
Pregnancy Support Services,"14 Consultant Place, Suite 250, Durham, NC 27707","14 Consultant Place, Suite 250",Durham,NC,27707
Albemarle Crisis Pregnancy Center,"316B S. Broad St., Edenton, NC 27932",316B S. Broad St.,Edenton,NC,27932
Albemarle Crisis Pregnancy Center,"420AB N. Hughes Blvd., Elizabeth City, NC 27906",420AB N. Hughes Blvd.,Elizabeth City,NC,27906
Lifeline Pregnancy Help Center,"110 Dutchmans Ct., 2nd Floor, Elkin, NC 28621","110 Dutchmans Ct., 2nd Floor",Elkin,NC,28621
"Crisis Pregnancy Center of Gaston, Inc.","800 Robinson Rd., Gastonia, NC 28054",800 Robinson Rd.,Gastonia,NC,28054
Carolina Pregnancy Center,"1012 Charles Blvd., Greenville, NC 27858",1012 Charles Blvd.,Greenville,NC,27858
Reach Out Crisis Pregnancy Center,"1565 Gulf Road, Gulf, NC 27256",1565 Gulf Road,Gulf,NC,27256
Catholic Social Services,"123 W. Market St., Hertford, NC 27944",123 W. Market St.,Hertford,NC,27944
Pregnancy Care Center of Catawba Valley,"421 Main Ave. SW, Hickory, NC 28602",421 Main Ave. SW,Hickory,NC,28602
Pregnancy Care Center of High Point,"212 Lindsay St., High Point NC 27262",212 Lindsay St.,,NC,27262
Ashe Pregnancy Care Center,"346 S Main Street, Jefferson, NC 28640",346 S Main Street,Jefferson,NC,28640
Alpha Pregnancy Support,"19B East 2nd Ave., Lexington, NC 27292",19B East 2nd Ave.,Lexington,NC,27292
Christian Adoption Services,"624134 MatthewMint Hill Rd., Matthews, NC 28105",624134 MatthewMint Hill Rd.,Matthews,NC,28105
H.E.L.P. Crisis Pregnancy Center,"1700 Secrest Shortcut Rd., Monroe, NC 28110",1700 Secrest Shortcut Rd.,Monroe,NC,28110
Coastal Pregnancy Care Center,"5447 Hwy 70 W, Suite 101, Morehead City, NC 28557","5447 Hwy 70 W, Suite 101",Morehead City,NC,28557
Catholic Social Ministries,"715 Nazareth St, Raleigh, NC 27606",715 Nazareth St,Raleigh,NC,27606
Bethany Christian Services,"4008 Barrett Dr Suite 206, Raleigh, NC 276096621",4008 Barrett Dr Suite 206,Raleigh,NC,27609
Gateway,"1306 Hillsborough Street, Raleigh, NC 27605",1306 Hillsborough Street,Raleigh,NC,27605
LifeCare Pregnancy Center,"1001 Navaho Dr, 101, Raleigh, NC 27609","1001 Navaho Dr, 101",Raleigh,NC,27609
Crisis Pregnancy Center,"110 N. Lawrence St., Rockingham, NC 28379",110 N. Lawrence St.,Rockingham,NC,28379
Pregnancy Care Center,"400 Sunset Avenue, Rocky Mount, NC 27804",400 Sunset Avenue,Rocky Mount,NC,27804
Pregnancy Support Center,"750 Martin St., Roxboro, NC 27573",750 Martin St.,Roxboro,NC,27573
Pregnancy Support Center,"847 South Main Street., Salisbury, NC 28144",847 South Main Street.,Salisbury,NC,28144
Reach Out Crisis Pregnancy Center,"507 N. Steel St., Suite 306, Sanford, NC  27330","507 N. Steel St., Suite 306",Sanford,NC,27330
Pregnancy Resource Center Of Cleveland County,"232 S. Lafayette St., Shelby, NC 281502319",232 S. Lafayette St.,Shelby,NC,28150
Statesville Pregnancy Resource Center,"125 N. Tradd Street, Statesville, NC 28677",125 N. Tradd Street,Statesville,NC,28677
Carolina Pregnancy Center,"1312 John Small Ave., Washington, NC 27889",1312 John Small Ave.,Washington,NC,27889
Wilkes Pregnancy Care Center,"1224 School St., Wilkesboro, NC 28697",1224 School St.,Wilkesboro,NC,28697
Life Line Pregnancy Center,"4522 Fountain Drive, Wilmington, NC 28403",4522 Fountain Drive,Wilmington,NC,28403
Wilson Pregnancy Center,"2115A Forest Hills Rd., Wilson, NC 27893",2115A Forest Hills Rd.,Wilson,NC,27893
Salem Pregnancy Care Center,"1342 Westgate Center Dr., WinstonSalem, NC 27103",1342 Westgate Center Dr.,WinstonSalem,NC,27103
Birthright of WinstonSalem,"1400 Millgate Dr., Suite B, WinstonSalem, NC 27103","1400 Millgate Dr., Suite B",WinstonSalem,NC,27103
New Hope Pregnancy Center,"321 W. Main St., Yadkinville, NC 27055",321 W. Main St.,Yadkinville,NC,27055
Catholic Family Services,"919 7th Street S., Suite 607, Bismarck, ND 58504","919 7th Street S., Suite 607",Bismarck,ND,58504
Child Care Resource Referral,"1616 Capitol Way, Bismarck, ND 58501",1616 Capitol Way,Bismarck,ND,58501
FirstChoice Clinic,"1031 7th Street. NE, Devils Lake, ND 58301",1031 7th Street. NE,Devils Lake,ND,58301
Catholic Family Services,"5201 Bishops Blvd., Suite B, Fargo, ND 58104","5201 Bishops Blvd., Suite B",Fargo,ND,58104
Family HealthCare Center Medical Services,"306 4th Street N, Fargo ND 58102",306 4th Street N,,ND,58102
FirstChoice Clinic,"1351 Page Drive, Suite 205, Fargo, ND 58103","1351 Page Drive, Suite 205",Fargo,ND,58103
The Perry Center,"2355 Meadow Ridge Parkway, West Fargo, ND 58078",2355 Meadow Ridge Parkway,West Fargo,ND,58078
Catholic Family Services,"311 4th Street. S., Suite 105, Grand Forks, ND 58201","311 4th Street. S., Suite 105",Grand Forks,ND,58201
Lutheran Social Services,"412 Demers Ave, Grand Forks, ND 58201",412 Demers Ave,Grand Forks,ND,58201
Womens Pregnancy Center,"1726 S Washington St., Ste. 70, Grand Forks, ND 58201","1726 S Washington St., Ste. 70",Grand Forks,ND,58201
Catholic Family Services,"216 S. Broadway, Suite 103, Minot, ND 58701","216 S. Broadway, Suite 103",Minot,ND,58701
Lutheran Social Services,"1905 2nd St. S.E., Suite 1B, Minot, ND 58701","1905 2nd St. S.E., Suite 1B",Minot,ND,58701
Lutheran Social Services,"1821 9th Ave. West, Williston, ND 58802",1821 9th Ave. West,Williston,ND,58802
Akron Pregnancy Services,"105 E. Market Street, Akron, OH 44308",105 E. Market Street,Akron,OH,44308
Pregnancy Care of Summit County,"195 E. Tallmadge Ave., Akron, OH 44310",195 E. Tallmadge Ave.,Akron,OH,44310
Pregnancy Solutions Services,"3136 Manchester Rd., Akron OH 44319",3136 Manchester Rd.,,OH,44319
Pregnancy Resource Center of Athens Co.,"43A S. Court Street, Athens, OH 45701",43A S. Court Street,Athens,OH,45701
Community Pregnancy Center,"1058 Wooster Road West, Barberton, Ohio 44203",1058 Wooster Road West,Barberton,OH,44203
Hi Point Womens Center,"110 N Detroit St., Bellefontaine OH 43311",110 N Detroit St.,,OH,43311
Bowling Green Pregnancy Center,"441 Frazee Ave., Suite A, Bowling Green, OH 43402","441 Frazee Ave., Suite A",Bowling Green,OH,43402
Oaks Family Care Center,"4196 Center Road, Brunswick, OH 44212",4196 Center Road,Brunswick,OH,44212
Community Pregnancy Centers,"1410 W. High St., Bryan OH 43506",1410 W. High St.,,OH,43506
Pregnancy Support Center of Stark County,"4500 22nd St. NW, Canton, OH 44708",4500 22nd St. NW,Canton,OH,44708
Pregnancy Support Center of Stark County,"2645 Cleveland Ave. NW, Canton, OH 44709",2645 Cleveland Ave. NW,Canton,OH,44709
Birthright,"129 Main St., Suite B, Chardon, OH 44024","129 Main St., Suite B",Chardon,OH,44024
A Caring Place,"446 Mt. Carmel Tobasco Rd., Cincinnati, OH 45244",446 Mt. Carmel Tobasco Rd.,Cincinnati,OH,45244
Birthright,"2215 Beechmont Ave., Cincinnati, OH 45230",2215 Beechmont Ave.,Cincinnati,OH,45230
Pregnancy Care,"108 William Howard Taft Rd., Cincinnati, OH 45219",108 William Howard Taft Rd.,Cincinnati,OH,45219
Pregnancy Help Center,"636 Northland Blvd., Suite 160, Cincinnati, OH 45240","636 Northland Blvd., Suite 160",Cincinnati,OH,45240
Elizabeths Hope Pregnancy,"157 W High St., Circleville, OH 45601",157 W High St.,Circleville,OH,45601
Birthright,"960 E. 185th St., Cleveland, OH 44119",960 E. 185th St.,Cleveland,OH,44119
The Cleveland Pregnancy Center,"5273 Broadview Road, Cleveland, OH 44134",5273 Broadview Road,Cleveland,OH,44134
Faith Wellness Pregnancy Center,"2355 E. 55th Street, Cleveland, OH 44104",2355 E. 55th Street,Cleveland,OH,44104
West Side Catholic Center,"3135 Lorain Ave., Cleveland, OH 44113",3135 Lorain Ave.,Cleveland,OH,44113
Alternaterm,"2026 Lee Rd., Cleveland Hts., Ohio 44118",2026 Lee Rd.,Cleveland Hts.,OH,44118
Alpha Pregnancy Counseling Center,"2999 E. DublinGranville Rd., Suite 108, Columbus, OH 43231","2999 E. DublinGranville Rd., Suite 108",Columbus,OH,43231
Birthright,"41 N. Skindmore St., Columbus, OH 43215",41 N. Skindmore St.,Columbus,OH,43215
Birthright,"4766 N. High St., Columbus, OH 43214",4766 N. High St.,Columbus,OH,43214
Pregnancy Decision Health Centers,"665 E. DublinGranville Rd., Columbus, OH 43229",665 E. DublinGranville Rd.,Columbus,OH,43229
Pregnancy Decision Health Centers,"6 E 17th Ave., Columbus, OH 43201",6 E 17th Ave.,Columbus,OH,43201
Pregnancy Decision Health Centers,"4111 W Broad St., Columbus, OH 43228",4111 W Broad St.,Columbus,OH,43228
Pregnancy Decision Health Centers,"2052 Cleveland Ave., Columbus OH, 42311",2052 Cleveland Ave.,Columbus OH,OH,42311
